user_id,event_date,event
98,2026-08-27,hotel_click
99,2026-08-12,page_view
100,2026-08-02,page_view
101,2026-08-10,page_view
102,2026-08-30,page_view
103,2026-08-04,page_view
104,2026-08-14,page_view
104,2026-08-15,hotel_click
105,2026-08-16,page_view
106,2026-08-15,page_view
106,2026-08-15,hotel_click
107,2026-08-08,page_view
108,2026-08-14,page_view
108,2026-08-14,hotel_click
108,2026-08-15,checkout_start
108,2026-08-15,booking
109,2026-08-23,page_view
109,2026-08-23,hotel_click
109,2026-08-24,checkout_start
110,2026-08-28,page_view
111,2026-08-25,page_view
111,2026-08-25,hotel_click
111,2026-08-26,checkout_start
112,2026-08-30,page_view
112,2026-08-31,hotel_click
112,2026-09-01,checkout_start
112,2026-09-01,booking
113,2026-08-08,page_view
114,2026-08-21,page_view
114,2026-08-22,hotel_click
115,2026-08-16,page_view
115,2026-08-17,hotel_click
115,2026-08-17,checkout_start
116,2026-08-13,page_view
117,2026-08-18,page_view
118,2026-08-15,page_view
119,2026-08-21,page_view
120,2026-08-24,page_view
121,2026-08-26,page_view
122,2026-08-25,page_view
122,2026-08-25,hotel_click
122,2026-08-26,checkout_start
123,2026-08-28,page_view
124,2026-08-28,page_view
125,2026-08-28,page_view
126,2026-08-13,page_view
126,2026-08-14,hotel_click
126,2026-08-14,checkout_start
127,2026-08-09,page_view
127,2026-08-10,hotel_click
128,2026-08-29,page_view
128,2026-08-30,hotel_click
129,2026-08-15,page_view
129,2026-08-15,hotel_click
129,2026-08-16,checkout_start
130,2026-08-13,page_view
131,2026-08-01,page_view
132,2026-08-25,page_view
133,2026-08-07,page_view
134,2026-08-09,page_view
134,2026-08-10,hotel_click
134,2026-08-11,checkout_start
135,2026-08-24,page_view
136,2026-08-01,page_view
137,2026-08-12,page_view
137,2026-08-13,hotel_click
137,2026-08-13,checkout_start
137,2026-08-14,booking
138,2026-08-08,page_view
139,2026-08-24,page_view
139,2026-08-25,hotel_click
139,2026-08-26,checkout_start
140,2026-08-11,page_view
141,2026-08-19,page_view
142,2026-08-17,page_view
143,2026-08-08,page_view
143,2026-08-09,hotel_click
144,2026-08-03,page_view
144,2026-08-04,hotel_click
145,2026-08-03,page_view
146,2026-08-01,page_view
146,2026-08-02,hotel_click
146,2026-08-03,checkout_start
147,2026-08-27,page_view
148,2026-08-05,page_view
148,2026-08-06,hotel_click
148,2026-08-06,checkout_start
149,2026-08-10,page_view
150,2026-08-07,page_view
151,2026-08-26,page_view
152,2026-08-09,page_view
153,2026-08-28,page_view
154,2026-08-07,page_view
155,2026-08-09,page_view
155,2026-08-09,hotel_click
156,2026-08-08,page_view
157,2026-08-12,page_view
158,2026-08-02,page_view
159,2026-08-01,page_view
159,2026-08-01,hotel_click
160,2026-08-16,page_view
160,2026-08-16,hotel_click
161,2026-08-23,page_view
162,2026-08-23,page_view
163,2026-08-30,page_view
164,2026-08-24,page_view
165,2026-08-05,page_view
165,2026-08-06,hotel_click
166,2026-08-03,page_view
167,2026-08-12,page_view
167,2026-08-13,hotel_click
168,2026-08-08,page_view
168,2026-08-09,hotel_click
169,2026-08-22,page_view
169,2026-08-22,hotel_click
170,2026-08-27,page_view
171,2026-08-03,page_view
172,2026-08-01,page_view
173,2026-08-03,page_view
174,2026-08-05,page_view
175,2026-08-15,page_view
175,2026-08-16,hotel_click
176,2026-08-14,page_view
176,2026-08-15,hotel_click
177,2026-08-03,page_view
178,2026-08-01,page_view
179,2026-08-05,page_view
179,2026-08-05,hotel_click
179,2026-08-05,checkout_start
180,2026-08-26,page_view
181,2026-08-23,page_view
181,2026-08-24,hotel_click
182,2026-08-14,page_view
182,2026-08-15,hotel_click
182,2026-08-15,checkout_start
183,2026-08-07,page_view
184,2026-08-27,page_view
185,2026-08-09,page_view
185,2026-08-10,hotel_click
186,2026-08-15,page_view
187,2026-08-15,page_view
187,2026-08-16,hotel_click
187,2026-08-16,checkout_start
188,2026-08-26,page_view
188,2026-08-26,hotel_click
188,2026-08-26,checkout_start
188,2026-08-27,booking
189,2026-08-10,page_view
189,2026-08-10,hotel_click
190,2026-08-28,page_view
190,2026-08-29,hotel_click
191,2026-08-13,page_view
192,2026-08-19,page_view
193,2026-08-07,page_view
194,2026-08-17,page_view
195,2026-08-20,page_view
196,2026-08-29,page_view
197,2026-08-04,page_view
198,2026-08-30,page_view
199,2026-08-05,page_view
200,2026-08-23,page_view
200,2026-08-24,hotel_click
201,2026-08-07,page_view
202,2026-08-13,page_view
202,2026-08-13,hotel_click
202,2026-08-13,checkout_start
202,2026-08-15,booking
203,2026-08-15,page_view
204,2026-08-11,page_view
205,2026-08-29,page_view
206,2026-08-04,page_view
206,2026-08-04,hotel_click
207,2026-08-13,page_view
208,2026-08-07,page_view
209,2026-08-27,page_view
209,2026-08-28,hotel_click
210,2026-08-19,page_view
210,2026-08-19,hotel_click
210,2026-08-19,checkout_start
211,2026-08-22,page_view
212,2026-08-28,page_view
213,2026-08-02,page_view
214,2026-08-10,page_view
215,2026-08-13,page_view
215,2026-08-13,hotel_click
215,2026-08-14,checkout_start
215,2026-08-15,booking
216,2026-08-30,page_view
217,2026-08-25,page_view
218,2026-08-21,page_view
219,2026-08-06,page_view
220,2026-08-28,page_view
221,2026-08-28,page_view
221,2026-08-29,hotel_click
221,2026-08-30,checkout_start
222,2026-08-12,page_view
223,2026-08-12,page_view
223,2026-08-13,hotel_click
224,2026-08-20,page_view
224,2026-08-20,hotel_click
225,2026-08-30,page_view
226,2026-08-30,page_view
227,2026-08-11,page_view
228,2026-08-26,page_view
229,2026-08-23,page_view
229,2026-08-24,hotel_click
229,2026-08-24,checkout_start
230,2026-08-28,page_view
230,2026-08-28,hotel_click
231,2026-08-25,page_view
232,2026-08-07,page_view
233,2026-08-30,page_view
233,2026-08-30,hotel_click
234,2026-08-01,page_view
235,2026-08-01,page_view
235,2026-08-02,hotel_click
235,2026-08-02,checkout_start
235,2026-08-02,booking
236,2026-08-25,page_view
236,2026-08-25,hotel_click
236,2026-08-25,checkout_start
236,2026-08-26,booking
237,2026-08-27,page_view
238,2026-08-30,page_view
239,2026-08-25,page_view
239,2026-08-25,hotel_click
239,2026-08-25,checkout_start
240,2026-08-20,page_view
240,2026-08-20,hotel_click
240,2026-08-21,checkout_start
241,2026-08-13,page_view
242,2026-08-09,page_view
242,2026-08-09,hotel_click
242,2026-08-10,checkout_start
242,2026-08-12,booking
243,2026-08-03,page_view
244,2026-08-07,page_view
245,2026-08-06,page_view
246,2026-08-08,page_view
246,2026-08-08,hotel_click
246,2026-08-09,checkout_start
247,2026-08-27,page_view
248,2026-08-09,page_view
249,2026-08-30,page_view
250,2026-08-05,page_view
250,2026-08-06,hotel_click
250,2026-08-06,checkout_start
251,2026-08-01,page_view
252,2026-08-19,page_view
252,2026-08-19,hotel_click
253,2026-08-10,page_view
254,2026-08-12,page_view
255,2026-08-24,page_view
255,2026-08-24,hotel_click
256,2026-08-15,page_view
256,2026-08-16,hotel_click
256,2026-08-16,checkout_start
257,2026-08-27,page_view
258,2026-08-22,page_view
259,2026-08-24,page_view
259,2026-08-24,hotel_click
260,2026-08-09,page_view
260,2026-08-09,hotel_click
260,2026-08-09,checkout_start
260,2026-08-11,booking
261,2026-08-20,page_view
262,2026-08-17,page_view
263,2026-08-30,page_view
263,2026-08-31,hotel_click
264,2026-08-17,page_view
265,2026-08-26,page_view
266,2026-08-20,page_view
266,2026-08-21,hotel_click
267,2026-08-12,page_view
267,2026-08-12,hotel_click
268,2026-08-30,page_view
268,2026-08-31,hotel_click
269,2026-08-07,page_view
269,2026-08-08,hotel_click
270,2026-08-02,page_view
271,2026-08-03,page_view
271,2026-08-04,hotel_click
272,2026-08-17,page_view
272,2026-08-17,hotel_click
272,2026-08-18,checkout_start
273,2026-08-05,page_view
274,2026-08-17,page_view
274,2026-08-18,hotel_click
274,2026-08-19,checkout_start
275,2026-08-24,page_view
275,2026-08-25,hotel_click
275,2026-08-25,checkout_start
275,2026-08-25,booking
276,2026-08-17,page_view
277,2026-08-27,page_view
277,2026-08-27,hotel_click
277,2026-08-28,checkout_start
278,2026-08-17,page_view
278,2026-08-17,hotel_click
279,2026-08-02,page_view
280,2026-08-02,page_view
281,2026-08-28,page_view
281,2026-08-29,hotel_click
282,2026-08-22,page_view
283,2026-08-23,page_view
283,2026-08-24,hotel_click
284,2026-08-05,page_view
285,2026-08-01,page_view
286,2026-08-01,page_view
287,2026-08-19,page_view
288,2026-08-30,page_view
289,2026-08-02,page_view
289,2026-08-02,hotel_click
289,2026-08-03,checkout_start
290,2026-08-21,page_view
290,2026-08-22,hotel_click
291,2026-08-12,page_view
291,2026-08-13,hotel_click
291,2026-08-14,checkout_start
292,2026-08-26,page_view
292,2026-08-27,hotel_click
293,2026-08-06,page_view
294,2026-08-23,page_view
294,2026-08-23,hotel_click
295,2026-08-04,page_view
295,2026-08-04,hotel_click
295,2026-08-04,checkout_start
296,2026-08-23,page_view
297,2026-08-11,page_view
297,2026-08-11,hotel_click
298,2026-08-24,page_view
299,2026-08-27,page_view
300,2026-08-17,page_view
301,2026-08-06,page_view
302,2026-08-24,page_view
303,2026-08-05,page_view
303,2026-08-05,hotel_click
304,2026-08-20,page_view
305,2026-08-02,page_view
306,2026-08-06,page_view
307,2026-08-22,page_view
308,2026-08-11,page_view
309,2026-08-16,page_view
310,2026-08-16,page_view
311,2026-08-01,page_view
312,2026-08-09,page_view
312,2026-08-10,hotel_click
313,2026-08-28,page_view
314,2026-08-27,page_view
314,2026-08-27,hotel_click
314,2026-08-27,checkout_start
315,2026-08-06,page_view
316,2026-08-16,page_view
316,2026-08-17,hotel_click
316,2026-08-18,checkout_start
317,2026-08-29,page_view
318,2026-08-03,page_view
318,2026-08-04,hotel_click
318,2026-08-04,checkout_start
319,2026-08-20,page_view
319,2026-08-20,hotel_click
319,2026-08-20,checkout_start
320,2026-08-28,page_view
321,2026-08-27,page_view
322,2026-08-04,page_view
322,2026-08-04,hotel_click
323,2026-08-19,page_view
324,2026-08-26,page_view
325,2026-08-03,page_view
325,2026-08-03,hotel_click
325,2026-08-04,checkout_start
325,2026-08-05,booking
326,2026-08-19,page_view
327,2026-08-20,page_view
328,2026-08-07,page_view
329,2026-08-20,page_view
330,2026-08-09,page_view
331,2026-08-01,page_view
331,2026-08-02,hotel_click
331,2026-08-02,checkout_start
332,2026-08-08,page_view
333,2026-08-07,page_view
333,2026-08-07,hotel_click
334,2026-08-18,page_view
334,2026-08-19,hotel_click
334,2026-08-20,checkout_start
335,2026-08-08,page_view
336,2026-08-01,page_view
336,2026-08-01,hotel_click
337,2026-08-11,page_view
337,2026-08-12,hotel_click
338,2026-08-28,page_view
339,2026-08-25,page_view
340,2026-08-25,page_view
340,2026-08-26,hotel_click
340,2026-08-26,checkout_start
341,2026-08-18,page_view
342,2026-08-23,page_view
343,2026-08-30,page_view
344,2026-08-10,page_view
344,2026-08-11,hotel_click
344,2026-08-12,checkout_start
345,2026-08-03,page_view
346,2026-08-07,page_view
346,2026-08-07,hotel_click
347,2026-08-28,page_view
348,2026-08-16,page_view
349,2026-08-26,page_view
350,2026-08-16,page_view
350,2026-08-17,hotel_click
350,2026-08-18,checkout_start
351,2026-08-25,page_view
352,2026-08-20,page_view
353,2026-08-28,page_view
354,2026-08-17,page_view
355,2026-08-02,page_view
356,2026-08-01,page_view
356,2026-08-01,hotel_click
357,2026-08-16,page_view
358,2026-08-30,page_view
359,2026-08-12,page_view
359,2026-08-13,hotel_click
359,2026-08-14,checkout_start
359,2026-08-15,booking
360,2026-08-05,page_view
361,2026-08-05,page_view
362,2026-08-27,page_view
363,2026-08-23,page_view
363,2026-08-24,hotel_click
363,2026-08-25,checkout_start
363,2026-08-26,booking
364,2026-08-09,page_view
364,2026-08-10,hotel_click
364,2026-08-10,checkout_start
365,2026-08-09,page_view
365,2026-08-09,hotel_click
365,2026-08-09,checkout_start
366,2026-08-03,page_view
367,2026-08-19,page_view
368,2026-08-16,page_view
369,2026-08-16,page_view
370,2026-08-03,page_view
370,2026-08-04,hotel_click
370,2026-08-04,checkout_start
371,2026-08-20,page_view
371,2026-08-20,hotel_click
371,2026-08-21,checkout_start
371,2026-08-23,booking
372,2026-08-24,page_view
373,2026-08-22,page_view
374,2026-08-24,page_view
374,2026-08-25,hotel_click
374,2026-08-26,checkout_start
374,2026-08-28,booking
375,2026-08-01,page_view
376,2026-08-24,page_view
376,2026-08-24,hotel_click
376,2026-08-25,checkout_start
376,2026-08-26,booking
377,2026-08-20,page_view
378,2026-08-11,page_view
379,2026-08-17,page_view
379,2026-08-18,hotel_click
380,2026-08-08,page_view
380,2026-08-09,hotel_click
380,2026-08-09,checkout_start
380,2026-08-09,booking
381,2026-08-04,page_view
382,2026-08-06,page_view
383,2026-08-08,page_view
384,2026-08-20,page_view
385,2026-08-30,page_view
385,2026-08-30,hotel_click
386,2026-08-03,page_view
387,2026-08-16,page_view
388,2026-08-30,page_view
389,2026-08-25,page_view
389,2026-08-26,hotel_click
390,2026-08-03,page_view
391,2026-08-25,page_view
392,2026-08-29,page_view
392,2026-08-30,hotel_click
393,2026-08-18,page_view
394,2026-08-14,page_view
395,2026-08-18,page_view
396,2026-08-02,page_view
396,2026-08-03,hotel_click
396,2026-08-04,checkout_start
397,2026-08-22,page_view
397,2026-08-23,hotel_click
397,2026-08-24,checkout_start
397,2026-08-24,booking
398,2026-08-03,page_view
399,2026-08-16,page_view
400,2026-08-29,page_view
401,2026-08-09,page_view
401,2026-08-09,hotel_click
401,2026-08-09,checkout_start
402,2026-08-04,page_view
403,2026-08-01,page_view
404,2026-08-04,page_view
405,2026-08-01,page_view
406,2026-08-14,page_view
407,2026-08-21,page_view
408,2026-08-16,page_view
408,2026-08-17,hotel_click
409,2026-08-20,page_view
410,2026-08-24,page_view
411,2026-08-08,page_view
411,2026-08-09,hotel_click
411,2026-08-10,checkout_start
411,2026-08-10,booking
412,2026-08-07,page_view
413,2026-08-03,page_view
414,2026-08-17,page_view
415,2026-08-01,page_view
416,2026-08-16,page_view
416,2026-08-17,hotel_click
417,2026-08-12,page_view
418,2026-08-27,page_view
419,2026-08-19,page_view
420,2026-08-22,page_view
420,2026-08-23,hotel_click
420,2026-08-23,checkout_start
420,2026-08-25,booking
421,2026-08-23,page_view
421,2026-08-24,hotel_click
421,2026-08-24,checkout_start
422,2026-08-22,page_view
422,2026-08-23,hotel_click
423,2026-08-14,page_view
424,2026-08-30,page_view
424,2026-08-30,hotel_click
425,2026-08-06,page_view
426,2026-08-06,page_view
426,2026-08-06,hotel_click
426,2026-08-06,checkout_start
426,2026-08-06,booking
427,2026-08-13,page_view
427,2026-08-13,hotel_click
428,2026-08-19,page_view
429,2026-08-22,page_view
430,2026-08-08,page_view
430,2026-08-08,hotel_click
430,2026-08-09,checkout_start
430,2026-08-11,booking
431,2026-08-27,page_view
432,2026-08-27,page_view
432,2026-08-28,hotel_click
432,2026-08-29,checkout_start
433,2026-08-02,page_view
434,2026-08-21,page_view
435,2026-08-30,page_view
436,2026-08-01,page_view
437,2026-08-28,page_view
438,2026-08-15,page_view
439,2026-08-01,page_view
440,2026-08-05,page_view
441,2026-08-28,page_view
441,2026-08-28,hotel_click
442,2026-08-29,page_view
442,2026-08-29,hotel_click
443,2026-08-16,page_view
443,2026-08-16,hotel_click
444,2026-08-19,page_view
445,2026-08-04,page_view
445,2026-08-05,hotel_click
445,2026-08-06,checkout_start
445,2026-08-07,booking
446,2026-08-03,page_view
447,2026-08-17,page_view
447,2026-08-18,hotel_click
448,2026-08-17,page_view
449,2026-08-12,page_view
449,2026-08-13,hotel_click
449,2026-08-13,checkout_start
450,2026-08-28,page_view
451,2026-08-30,page_view
452,2026-08-29,page_view
452,2026-08-30,hotel_click
452,2026-08-31,checkout_start
453,2026-08-14,page_view
454,2026-08-21,page_view
454,2026-08-22,hotel_click
455,2026-08-06,page_view
456,2026-08-03,page_view
456,2026-08-04,hotel_click
456,2026-08-04,checkout_start
456,2026-08-06,booking
457,2026-08-28,page_view
458,2026-08-09,page_view
459,2026-08-05,page_view
460,2026-08-24,page_view
461,2026-08-29,page_view
462,2026-08-17,page_view
462,2026-08-18,hotel_click
463,2026-08-14,page_view
463,2026-08-14,hotel_click
463,2026-08-15,checkout_start
463,2026-08-16,booking
464,2026-08-21,page_view
464,2026-08-22,hotel_click
465,2026-08-03,page_view
466,2026-08-28,page_view
467,2026-08-01,page_view
468,2026-08-20,page_view
468,2026-08-21,hotel_click
469,2026-08-29,page_view
470,2026-08-21,page_view
470,2026-08-21,hotel_click
471,2026-08-23,page_view
472,2026-08-01,page_view
473,2026-08-03,page_view
473,2026-08-04,hotel_click
474,2026-08-18,page_view
475,2026-08-25,page_view
476,2026-08-10,page_view
476,2026-08-11,hotel_click
477,2026-08-22,page_view
477,2026-08-23,hotel_click
478,2026-08-26,page_view
479,2026-08-03,page_view
480,2026-08-08,page_view
481,2026-08-14,page_view
482,2026-08-24,page_view
483,2026-08-18,page_view
484,2026-08-15,page_view
484,2026-08-15,hotel_click
485,2026-08-22,page_view
485,2026-08-22,hotel_click
486,2026-08-23,page_view
487,2026-08-02,page_view
487,2026-08-02,hotel_click
487,2026-08-03,checkout_start
487,2026-08-05,booking
488,2026-08-27,page_view
488,2026-08-27,hotel_click
489,2026-08-10,page_view
489,2026-08-11,hotel_click
490,2026-08-02,page_view
490,2026-08-02,hotel_click
490,2026-08-03,checkout_start
490,2026-08-03,booking
491,2026-08-26,page_view
492,2026-08-17,page_view
493,2026-08-08,page_view
494,2026-08-01,page_view
494,2026-08-01,hotel_click
495,2026-08-09,page_view
496,2026-08-11,page_view
496,2026-08-12,hotel_click
497,2026-08-22,page_view
498,2026-08-16,page_view
498,2026-08-17,hotel_click
499,2026-08-07,page_view
499,2026-08-07,hotel_click
499,2026-08-08,checkout_start
500,2026-08-29,page_view
501,2026-08-10,page_view
502,2026-08-23,page_view
503,2026-08-26,page_view
504,2026-08-03,page_view
505,2026-08-18,page_view
506,2026-08-25,page_view
507,2026-08-24,page_view
508,2026-08-13,page_view
508,2026-08-13,hotel_click
508,2026-08-14,checkout_start
509,2026-08-28,page_view
510,2026-08-26,page_view
510,2026-08-26,hotel_click
511,2026-08-07,page_view
511,2026-08-07,hotel_click
512,2026-08-25,page_view
513,2026-08-04,page_view
514,2026-08-13,page_view
514,2026-08-13,hotel_click
515,2026-08-20,page_view
516,2026-08-01,page_view
517,2026-08-08,page_view
518,2026-08-14,page_view
518,2026-08-15,hotel_click
519,2026-08-16,page_view
520,2026-08-14,page_view
521,2026-08-12,page_view
522,2026-08-19,page_view
523,2026-08-23,page_view
524,2026-08-15,page_view
524,2026-08-15,hotel_click
524,2026-08-16,checkout_start
525,2026-08-28,page_view
526,2026-08-02,page_view
527,2026-08-02,page_view
528,2026-08-23,page_view
529,2026-08-22,page_view
530,2026-08-19,page_view
530,2026-08-20,hotel_click
530,2026-08-20,checkout_start
530,2026-08-22,booking
531,2026-08-25,page_view
531,2026-08-26,hotel_click
532,2026-08-26,page_view
533,2026-08-30,page_view
534,2026-08-29,page_view
535,2026-08-22,page_view
536,2026-08-26,page_view
536,2026-08-27,hotel_click
537,2026-08-26,page_view
538,2026-08-22,page_view
539,2026-08-17,page_view
539,2026-08-18,hotel_click
540,2026-08-20,page_view
541,2026-08-10,page_view
541,2026-08-11,hotel_click
542,2026-08-06,page_view
543,2026-08-15,page_view
544,2026-08-22,page_view
545,2026-08-11,page_view
546,2026-08-28,page_view
547,2026-08-05,page_view
548,2026-08-01,page_view
549,2026-08-08,page_view
550,2026-08-21,page_view
551,2026-08-28,page_view
551,2026-08-28,hotel_click
552,2026-08-12,page_view
553,2026-08-12,page_view
554,2026-08-05,page_view
555,2026-08-07,page_view
555,2026-08-07,hotel_click
555,2026-08-08,checkout_start
555,2026-08-08,booking
556,2026-08-04,page_view
557,2026-08-06,page_view
558,2026-08-13,page_view
559,2026-08-20,page_view
560,2026-08-30,page_view
561,2026-08-15,page_view
561,2026-08-15,hotel_click
562,2026-08-03,page_view
563,2026-08-23,page_view
564,2026-08-08,page_view
565,2026-08-20,page_view
566,2026-08-16,page_view
567,2026-08-13,page_view
568,2026-08-18,page_view
568,2026-08-19,hotel_click
569,2026-08-28,page_view
570,2026-08-10,page_view
571,2026-08-30,page_view
572,2026-08-19,page_view
573,2026-08-17,page_view
574,2026-08-24,page_view
575,2026-08-19,page_view
576,2026-08-28,page_view
576,2026-08-29,hotel_click
576,2026-08-29,checkout_start
576,2026-08-29,booking
577,2026-08-26,page_view
577,2026-08-27,hotel_click
577,2026-08-27,checkout_start
578,2026-08-23,page_view
578,2026-08-23,hotel_click
579,2026-08-26,page_view
580,2026-08-05,page_view
581,2026-08-26,page_view
582,2026-08-21,page_view
583,2026-08-30,page_view
583,2026-08-30,hotel_click
583,2026-08-30,checkout_start
583,2026-09-01,booking
584,2026-08-23,page_view
584,2026-08-23,hotel_click
585,2026-08-09,page_view
585,2026-08-09,hotel_click
585,2026-08-10,checkout_start
586,2026-08-12,page_view
587,2026-08-21,page_view
588,2026-08-01,page_view
588,2026-08-01,hotel_click
589,2026-08-26,page_view
590,2026-08-26,page_view
591,2026-08-01,page_view
592,2026-08-15,page_view
593,2026-08-02,page_view
594,2026-08-30,page_view
594,2026-08-30,hotel_click
595,2026-08-22,page_view
595,2026-08-22,hotel_click
595,2026-08-23,checkout_start
595,2026-08-25,booking
596,2026-08-16,page_view
597,2026-08-25,page_view
598,2026-08-08,page_view
599,2026-08-13,page_view
600,2026-08-21,page_view
601,2026-08-01,page_view
602,2026-08-16,page_view
603,2026-08-29,page_view
603,2026-08-30,hotel_click
604,2026-08-07,page_view
605,2026-08-05,page_view
606,2026-08-22,page_view
607,2026-08-29,page_view
608,2026-08-23,page_view
608,2026-08-23,hotel_click
608,2026-08-24,checkout_start
608,2026-08-24,booking
609,2026-08-03,page_view
610,2026-08-12,page_view
611,2026-08-26,page_view
612,2026-08-16,page_view
612,2026-08-17,hotel_click
612,2026-08-18,checkout_start
612,2026-08-20,booking
613,2026-08-19,page_view
614,2026-08-05,page_view
614,2026-08-06,hotel_click
614,2026-08-07,checkout_start
615,2026-08-22,page_view
615,2026-08-22,hotel_click
616,2026-08-25,page_view
617,2026-08-29,page_view
618,2026-08-14,page_view
618,2026-08-14,hotel_click
619,2026-08-28,page_view
619,2026-08-29,hotel_click
619,2026-08-29,checkout_start
619,2026-08-29,booking
620,2026-08-05,page_view
621,2026-08-15,page_view
622,2026-08-17,page_view
622,2026-08-18,hotel_click
622,2026-08-18,checkout_start
623,2026-08-30,page_view
624,2026-08-14,page_view
625,2026-08-30,page_view
626,2026-08-20,page_view
627,2026-08-05,page_view
627,2026-08-05,hotel_click
628,2026-08-12,page_view
629,2026-08-16,page_view
630,2026-08-26,page_view
631,2026-08-26,page_view
632,2026-08-16,page_view
633,2026-08-21,page_view
634,2026-08-07,page_view
635,2026-08-04,page_view
636,2026-08-01,page_view
637,2026-08-30,page_view
638,2026-08-30,page_view
639,2026-08-05,page_view
639,2026-08-06,hotel_click
639,2026-08-06,checkout_start
640,2026-08-23,page_view
641,2026-08-26,page_view
641,2026-08-26,hotel_click
642,2026-08-10,page_view
642,2026-08-10,hotel_click
642,2026-08-11,checkout_start
643,2026-08-22,page_view
644,2026-08-05,page_view
644,2026-08-05,hotel_click
644,2026-08-05,checkout_start
645,2026-08-04,page_view
646,2026-08-02,page_view
647,2026-08-20,page_view
647,2026-08-20,hotel_click
648,2026-08-10,page_view
649,2026-08-26,page_view
